State,Specialty,Count,state_total,specialty_total,expected,location_quotient
VT,Interventional Cardiology,6,2878,4708.0,9.816917735569092,0.6111898012815706
HI,Interventional Cardiology,8,4975,4708.0,16.969828260756163,0.4714249241107833
DC,Vascular Surgery,10,5191,3467.0,13.039254994812467,0.7669149812606929
IN,Osteopathic Manipulative Medicine,19,26170,680.0,12.893194767256519,1.4736456202656836
OH,Undersea and Hyperbaric Medicine,2,53444,112.0,4.336754980322149,0.4611743132999027
OK,Pathology,10,14030,668.0,6.790191793843354,1.472712451077887
TX,Clinic or Group Practice,2,92813,42.0,2.824268673672252,0.7081479246800915
PR,Medical Oncology,2,11379,3617.0,29.81951077789821,0.06707018149614886
TX,Surgery,36,92813,465.0,31.26868888708565,1.151311464641181
ND,Geriatric Medicine,2,3423,1901.0,4.714513936787439,0.4242218873071863
WY,Radiation Oncology,6,2187,4884.0,7.73877724904219,0.775316281489121
WY,Specialist,3,2187,2763.0,4.3780183331497895,0.6852415343454338
MO,Undersea and Hyperbaric Medicine,4,25377,112.0,2.0592364182253418,1.942467588761477
MT,Diagnostic Radiology,6,4847,3322.0,11.665961954222189,0.5143167810373716
KS,"Neuromusculoskeletal Medicine, Sports Medicine",2,11495,49.0,0.408087191138881,4.9009134406263595
NJ,Licensed Professional Counselor,4,36308,98.0,2.5779608065890374,1.5516139693731408
ME,Plastic and Reconstructive Surgery,12,7200,3815.0,19.901002150363126,0.6029847094801224
ND,Infectious Disease,11,3423,5984.0,14.840426826794337,0.7412185733188981
WV,Surgery,4,8487,465.0,2.859269311246225,1.3989588124025234
WI,Pathology,10,25408,668.0,12.29687762637006,0.8132145658305555
NH,Preventive Medicine,1,7126,1051.0,5.426208057775794,0.18429075873104295
GA,Counselor,1,36843,35.0,0.9342668478922385,1.0703580055912927
ND,Oral & Maxillofacial Surgery,1,3423,595.0,1.4756106219823915,0.6776855527487068
WY,Naturopath,1,2187,1718.0,2.722198876710582,0.3673500891339607
CT,Certified Registered Nurse Anesthetist (CRNA),2,19551,251.0,3.555417495029821,0.5625218424547425
WV,Nuclear Medicine,1,8487,162.0,0.9961325342406204,1.0038824811221811
SD,Neurosurgery,8,4029,3843.0,11.218003205258247,0.7131393933146798
OH,Dental Therapist,1,53444,1.0,0.03872102661001919,25.82576154479455
ID,Geriatric Medicine,6,7492,1901.0,10.318766700090999,0.5814648372607443
NE,Interventional Pain Management,5,8338,1615.0,9.756236632682041,0.5124926944935604
NY,Denturist,1,104092,7.0,0.5279141477664625,1.8942473965338353
WY,Psychiatry & Neurology,5,2187,15996.0,25.345921555216805,0.1972703967029709
MI,Speech Language Pathologist,1,46434,15.0,0.504632554527065,1.9816398903102612
AK,Pain Management,4,3054,2816.0,6.230882924030163,0.6419635946895279
WV,Certified Nurse Midwife,14,8487,2911.0,17.899640785027444,0.7821386008880477
NM,Certified Registered Nurse Anesthetist (CRNA),3,8297,251.0,1.5088383692016993,1.9882845381160665
RI,Colorectal Surgery (Proctology),7,5750,1641.0,6.836350700461951,1.0239381077285854
NM,Pharmacy,3,8297,128.0,0.7694474552104283,3.8989017114619746
MN,Geriatric Psychiatry,3,25375,171.0,3.1437649612528906,0.95426981246219
CA,Marriage and Family Therapist,4,139057,13.0,1.3097370586973784,3.0540481186187622
IN,Cardiac Surgery,16,26170,673.0,12.760470703475937,1.253872241220821
GA,Licensed Professional Counselor,3,36843,98.0,2.6159471740982676,1.1468121488478136
RI,Hand Surgery,6,5750,1560.0,6.498907430055237,0.9232321070234114
AZ,Colon & Rectal Surgery,2,29429,115.0,2.4520044456294303,0.8156592063137958
VI,Optometry,2,187,33182.0,4.495645659570275,0.4448749192993946
PA,Adult Congenital Heart Disease,3,64171,53.0,2.464124147244811,1.2174711259391549
CT,Medical Genetics and Genomics,3,19551,120.0,1.6998011928429424,1.7649122807017543
VT,Plastic and Reconstructive Surgery,5,2878,3815.0,7.954872803992372,0.6285455623489808
WY,Physical Medicine and Rehabilitation,7,2187,9040.0,14.324026685368837,0.4886893995492269
SD,Family Medicine,2,4029,1018.0,2.971617814976033,0.673034059063928
MS,Neuropsychiatry,6,10666,2639.0,20.393364303972085,0.2942133485464858
ME,Advanced Heart Failure and Transplant Cardiology,1,7200,784.0,4.089747230900312,0.2445138888888889
PR,Sleep Medicine,1,11379,744.0,6.133734038915197,0.16303282692981885
TN,Hematology,10,29129,854.0,18.023177262952895,0.5548411278490423
MT,Oral & Maxillofacial Surgery,5,4847,595.0,2.0894784355093927,2.3929416619133725
TX,Legal Medicine,5,92813,124.0,8.338317036556173,0.5996413878339485
IN,Colon & Rectal Surgery,4,26170,115.0,2.1804667621095586,1.8344696050904619
CA,Clinic or Group Practice,10,139057,42.0,4.231458189637684,2.3632515203597566
ME,Orthopaedic Surgery,4,7200,2630.0,13.719432675086507,0.2915572454583861
KY,Osteopathic Manipulative Medicine,6,19073,680.0,9.396710118298953,0.6385213467760091
PA,Medical Toxicology,2,64171,33.0,1.5342659784731842,1.3035549429247517
HI,Advanced Heart Failure and Transplant Cardiology,3,4975,784.0,2.8259017324623685,1.061608040201005
KY,Colon & Rectal Surgery,2,19073,115.0,1.5891495053005582,1.2585348284280762
ME,General Practice,7,7200,9086.0,47.39724915811255,0.1476878959082349
MS,Licensed Professional Counselor,1,10666,98.0,0.7573132632774779,1.3204575285955373
VI,General Practice,3,187,9086.0,1.2310118878565344,2.437019519952539
DC,Interventional Radiology,4,5191,983.0,3.6970255725124472,1.0819508606432646
MT,Physical Therapist in Private Practice,1,4847,23.0,0.0807697546499429,12.380872076856146
PR,Homeopath,1,11379,5.0,0.04122133090668815,24.259284647157045
MI,Hematopoietic Cell Transplantation and Cellular Therapy,2,46434,147.0,4.945399034365237,0.4044163041449513
TN,Oral & Maxillofacial Surgery,10,29129,595.0,12.557131699598328,0.7963602070303902
SC,Clinic or Group Practice,1,21448,42.0,0.6526554955978415,1.532201914708442
DE,Sleep Medicine,1,4341,744.0,2.3399718308226443,0.42735557190380297
MN,Phlebology,1,25375,10.0,0.18384590416683572,5.4393379310344825
VT,Critical Care (Intensivists),6,2878,2041.0,4.255804821218462,1.4098390908543041
AZ,Advanced Heart Failure and Transplant Cardiology,7,29429,784.0,16.71627378585629,0.4187536103843148
ND,Pathology,1,3423,668.0,1.6566519251835923,0.6036271016249709
NY,Personal Emergency Response Attendant,4,104092,55.0,4.147896875307919,0.9643441291444982
OH,Thoracic Surgery (Cardiothoracic Vascular Surgery),10,53444,292.0,11.306539770125601,0.8844438885203614
NH,Psychologist,1,7126,42.0,0.21684180630502697,4.6116568434839555
MT,Geriatric Medicine,3,4847,1901.0,6.675795808240934,0.4493846256197128
MN,Physical Therapy Assistant,1,25375,6.0,0.11030754250010143,9.065563218390805
NE,Plastic Surgery,5,8338,1407.0,8.499705846553333,0.588255651462047
MS,Counselor,1,10666,35.0,0.2704690225990993,3.6972810800675044
ND,Hematology,1,3423,854.0,2.117935245668844,0.4721579670790171
MT,Hematology,1,4847,854.0,2.9990161074370105,0.3334426905944864
ID,Gynecological Oncology,4,7492,1038.0,5.634339734189615,0.7099323414468046
SD,Micrographic Dermatologic Surgery,2,4029,357.0,1.042109587373717,1.9191839555380354
SC,Nuclear Medicine,2,21448,162.0,2.517385483020246,0.7944750668858588
MT,Sports Medicine,4,4847,1743.0,6.120942711080456,0.6534941084743348
SC,Respite Care,1,21448,2.0,0.03107883312370674,32.17624020887728
GA,Chiropractic,2,36843,46.0,1.2278935715155133,1.6288056606824022
ID,Oral & Maxillofacial Surgery,1,7492,595.0,3.2297034121799815,0.30962595395873244
TX,Oral Medicinist,2,92813,13.0,0.8741783989937923,2.287862525889526
ND,Diagnostic Radiology,1,3423,3322.0,8.238619304580679,0.12137956167534034
HI,Osteopathic Manipulative Medicine,7,4975,680.0,2.4510372169316463,2.8559337865799583
TX,General Acute Care Hospital,1,92813,75.0,5.043336917271879,0.1982814189104256
DC,Micrographic Dermatologic Surgery,1,5191,357.0,1.3426634073112347,0.7447883025296421
CO,Psychologist,1,23912,42.0,0.7276341948310139,1.3743169398907105
ME,Critical Care (Intensivists),5,7200,2041.0,10.646905737586145,0.46962001197669984
NJ,Midwife,3,36308,139.0,3.6564954297538383,0.8204577463951501
SD,Maxillofacial Surgery,1,4029,821.0,2.3965601435121053,0.41726472114925617
MS,Advanced Heart Failure and Transplant Cardiology,1,10666,784.0,6.0585061062198236,0.16505719107444217
AZ,Community/Behavioral Health,2,29429,7.0,0.14925244451657402,13.400115532298074
MO,Denturist,1,25377,7.0,0.12870227613908386,7.769870355045908
TN,Peripheral Vascular Disease,1,29129,55.0,1.1607432663494253,0.8615169512419676
WI,Peripheral Vascular Disease,1,25408,55.0,1.0124674692370559,0.9876860544996564
OK,Peripheral Vascular Disease,2,14030,55.0,0.5590726776368031,3.5773524266182855
MI,Medicare Diabetes Preventive Program,1,46434,7.0,0.23549519211263034,4.2463711935219886
CA,Preferred Provider Organization,1,139057,3.0,0.30224701354554884,3.3085521285036594
CO,Adult Congenital Heart Disease,5,23912,53.0,0.9182050553819937,5.4454067429631925
VT,Orthopaedic Surgery,4,2878,2630.0,5.483962116513745,0.7293996411745588
MS,Chiropractic,2,10666,46.0,0.3554735725588162,5.626297295754898
NE,Medical Genetics and Genomics,1,8338,120.0,0.7249216073819473,1.3794595026785001
CT,Undefined Physician type,2,19551,178.0,2.521371769383698,0.7932190025625863
MD,Acupuncturist,1,26786,57.0,1.1061922923102783,0.9040019596516117
GA,"Technician, Health Information",1,36843,2.0,0.05338667702241362,18.731265097847626
ME,Chiropractic,1,7200,46.0,0.23995965895588567,4.167367149758454
UT,Family Medicine,8,11191,1018.0,8.254002225712778,0.9692267800799093
VI,Neuropsychiatry,1,187,2639.0,0.3575435144236621,2.796862366842083
NC,Radiology,1,44019,32.0,1.020558862568032,0.9798552897612396
IL,Behavior Analyst,1,53002,16.0,0.6144126494676257,1.6275706577110298
ME,Midwife,4,7200,139.0,0.7250954911927849,5.516514788169465
NH,Registered Nurse,3,7126,765.0,3.949618614841563,0.7595670095150044
GU,Endocrinology,1,176,6582.0,0.8393023781509196,1.191465705367255
GA,Home Health,1,36843,4.0,0.10677335404482724,9.365632548923813
CA,Psychoanalyst,2,139057,20.0,2.014980090303659,0.9925656385510977
CA,Clinical Pharmacology,3,139057,18.0,1.8134820812732932,1.6542760642518295
ID,Hematology,2,7492,854.0,4.635574309246562,0.43144600141790584
CO,"Medical Genetics, Ph.D. Medical Genetics",1,23912,23.0,0.39846634478841236,2.509622238061297
NV,Licensed Practical Nurse,1,10293,28.0,0.20880837424432994,4.789079957252501
OK,Hematology,2,14030,854.0,8.680873940033269,0.2303915497236601
IN,Licensed Professional Counselor,1,26170,98.0,1.8581368929281454,0.5381734810852121
AZ,Counselor,2,29429,35.0,0.7462622225828701,2.6800231064596147
WA,Slide Preparation Facility,1,32568,4.0,0.09438413252264836,10.59500122819946
NE,"Psychologist, Clinical",1,8338,232.0,1.4015151076050982,0.7135135358681897
NC,Adult Congenital Heart Disease,1,44019,53.0,1.690300616128303,0.5916107409879182
NE,Certified Registered Nurse Anesthetist (CRNA),2,8338,251.0,1.51629436210724,1.3190051021627092
AL,Hematopoietic Cell Transplantation and Cellular Therapy,4,17811,147.0,1.896939789832434,2.108659442666517
AZ,"Specialist/Technologist, Other",1,29429,10.0,0.21321777788082003,4.690040436304326
MI,Physical Medicine & Rehabilitation,2,46434,46.0,1.5475398338829993,1.292373841506692
SC,General Acute Care Hospital,1,21448,75.0,1.1654562421390027,0.8580330722367276
KY,Community Health Worker,1,19073,8.0,0.1105495308035171,9.045719079326798
LA,"Neuromusculoskeletal Medicine, Sports Medicine",2,20543,49.0,0.7293027548991764,2.7423453244414153
ID,Surgical Oncology,1,7492,982.0,5.330367648337381,0.18760432037214442
WI,Physical Therapist in Private Practice,1,25408,23.0,0.4233954871354961,2.361857956412222
SD,Neurological Surgery,2,4029,561.0,1.637600780158698,1.2212988807969316
WV,Legal Medicine,1,8487,124.0,0.7624718163323267,1.3115238866273655
VT,Cardiac Surgery,1,2878,673.0,1.4033104579519964,0.7126006895576114
OR,Nurse's Aide,1,19079,1.0,0.013823038445710575,72.3429949158761
DC,Neurological Surgery,4,5191,561.0,2.1098996400605117,1.8958247700754527
MS,Colon & Rectal Surgery,1,10666,115.0,0.8886839313970405,1.1252594591509795
NC,Psychologist,1,44019,42.0,1.339483507120542,0.7465564112466587
CT,Clinic/Center,1,19551,191.0,2.7055168986083498,0.36961513731973916
PR,Geriatric Psychiatry,2,11379,171.0,1.4097695170087348,1.4186716167928095
NV,Homeopath,1,10293,5.0,0.03728720968648749,26.818847760614013
OH,Personal Emergency Response Attendant,2,53444,55.0,2.129656463551055,0.9391186016288928
AZ,Home Health,1,29429,4.0,0.08528711115232801,11.725101090760814
AL,Peripheral Vascular Disease,1,17811,55.0,0.7097393771481896,1.4089679003271727
MS,Hospice and Palliative Care,2,10666,1375.0,10.625568744964614,0.18822521862161842
NV,Geriatric Psychiatry,1,10293,171.0,1.2752225712778722,0.7841768351056727
CO,Pediatrics,2,23912,18.0,0.3118432263561488,6.413479052823315
AL,Hematology,1,17811,854.0,11.020316874264616,0.09074149240982964
PA,Contractor,1,64171,19.0,0.8833652603330454,1.1320345556978109
SC,Legal Medicine,1,21448,124.0,1.9268876536698178,0.5189716162722142
WA,Peer Specialist,1,32568,3.0,0.07078809939198627,14.126668304265946
GU,Interventional Pain Management,1,176,1615.0,0.20593639330199562,4.855868280326485
ID,Physical Medicine & Rehabilitation,1,7492,46.0,0.24969135623576327,4.0049444044662135
WV,Hand Surgery,1,8487,1560.0,9.59238736676153,0.10424933457807264
NY,Nurse Practitioner,15559,104092,258700.0,19510.198575311977,0.7974803505940843
MO,Nurse Practitioner,5685,25377,258700.0,4756.468405311571,1.195214498566107
PA,Obstetrics & Gynecology,1498,64171,34222.0,1591.0803125851305,0.9414986711551367
UT,Nurse Practitioner,2151,11191,258700.0,2097.554396652157,1.0254799605832134
TX,Pharmacist,787,92813,36112.0,2428.3331034202947,0.3240906278020567
NY,Dentist,8081,104092,131246.0,9898.088605393876,0.8164202526532578
PA,Licensed Professional Counselor,4,64171,98.0,4.556305026980971,0.8779043493166695
SC,Pharmacist,1849,21448,36112.0,561.1594108816489,3.29496389821744
OH,Dentist,4366,53444,131246.0,5081.979858458578,0.859113991318387
CA,Pharmacist,5761,139057,36112.0,3638.248051052287,1.5834544316827852
IL,Nurse Practitioner,9149,53002,258700.0,9934.284526079673,0.9209520802410954
MI,Internal Medicine,4778,46434,128195.0,4312.758021839807,1.1078757435043207
OH,Nurse Practitioner,12538,53444,258700.0,10017.129584011964,1.2516559653986628
CA,Physician Assistant,10956,139057,129409.0,13037.827925305312,0.8403240219741924
CA,Psychiatry,2978,139057,23900.0,2407.9012079128725,1.2367617036004892
MI,Family Practice,4385,46434,116485.0,3918.808207605678,1.1189626457068071
AL,Internal Medicine,1601,17811,128195.0,1654.273444609312,0.9677964699349365
NJ,Hospitalist,321,36308,19522.0,513.5403149615427,0.6250726391832326
WI,Internal Medicine,1748,25408,128195.0,2359.8775857971705,0.7407163873754591
MO,Dentist,2163,25377,131246.0,2413.0941334500285,0.896359561782836
ND,Emergency Medicine,107,3423,54586.0,135.37425447316105,0.7904013980827761
IL,Dentist,5697,53002,131246.0,5039.950162001751,1.1303683204949162
TX,Physician Assistant,7288,92813,129409.0,8702.04249502982,0.8375045288692337
PA,Orthopaedic Surgery,171,64171,2630.0,122.27634919346892,1.3984715861072956
GA,Hospitalist,636,36843,19522.0,521.1073544157794,1.220477881593186
CT,Student in an Organized Health Care Education/Training Program,1746,19551,66661.0,944.2537276341948,1.849079277001703
MI,Emergency Medicine,2680,46434,54586.0,1836.3915080942913,1.459383790541027
GA,Urology,302,36843,10997.0,293.5466436077413,1.0287973191870479
WI,Emergency Medicine,1112,25408,54586.0,1004.8463504686168,1.1066368499834938
ID,Internal Medicine,328,7492,128195.0,695.8518133183406,0.47136472697520365
OK,Emergency Medicine,687,14030,54586.0,554.8643851178642,1.238140378849631
WI,Family Practice,2800,25408,116485.0,2144.314057346881,1.3057788761896132
IN,Hospitalist,393,26170,19522.0,370.1484533035026,1.061736166915063
OK,Otolaryngology,106,14030,10640.0,108.15515072828336,0.9800735266534119
NH,Optometry,168,7126,33182.0,171.31535278127154,0.9806476610096676
SC,Physician Assistant,1875,21448,129409.0,2010.9403578528827,0.9323996073170322
ID,Family Practice,949,7492,116485.0,632.289078937454,1.5008957636826037
DC,Dentist,313,5191,131246.0,493.61120884025297,0.6341022942639375
SD,Nurse Practitioner,1035,4029,258700.0,755.1645665366402,1.3705621871888798
OK,Internal Medicine,899,14030,128195.0,1303.096761993636,0.6898950455717505
MI,Psychiatry & Neurology,429,46434,15996.0,538.1401561476621,0.797190090906885
SD,Dentist,296,4029,131246.0,383.1168484718511,0.7726102393582102
CT,Neurology,232,19551,14711.0,208.38146123260438,1.113342802318828
NM,Student in an Organized Health Care Education/Training Program,431,8297,66661.0,400.71981884204973,1.0755644710697119
TN,Internal Medicine,2339,29129,128195.0,2705.481509630265,0.864541114649736
TN,Emergency Medicine,907,29129,54586.0,1152.0060352172677,0.7873222641832257
IA,Neurological Surgery,14,13211,561.0,5.369655970880258,2.607243383174314
MI,Physical Medicine and Rehabilitation,415,46434,9040.0,304.12521952831116,1.3645695041129842
MT,Psychiatry & Neurology,21,4847,15996.0,56.17360849480377,0.3738410360791147
NE,Student in an Organized Health Care Education/Training Program,194,8338,66661.0,402.6999939140666,0.48174820693292153
TN,Family Practice,2045,29129,116485.0,2458.3487160129603,0.831859201536166
CT,Dermatology,215,19551,14371.0,203.5653578528827,1.0561718470555346
MN,Neurological Surgery,22,25375,561.0,10.313755223759484,2.1330736984448952
AR,Certified Clinical Nurse Specialist,62,11827,2049.0,17.557572205252452,3.5312399274344055
GA,Preventive Medicine,41,36843,1051.0,28.05469877527836,1.4614307688139916
PA,Optometry,1542,64171,33182.0,1542.727687809006,0.9995283109165951
VA,Neurological Surgery,10,32413,561.0,13.174374308087335,0.7590493306282723
WV,Physician Assistant,878,8487,129409.0,795.7315748366941,1.1033871568816276
DC,Nurse Practitioner,659,5191,258700.0,972.9608500599899,0.6773139946580256
CO,Optometry,673,23912,33182.0,574.8656631638739,1.1707082943448501
OK,Family Practice,1695,14030,116485.0,1184.065106445873,1.4315091212237183
NE,Dermatology,59,8338,14371.0,86.81540349738304,0.6796029002131919
NC,Optometry,996,44019,33182.0,1058.2557555541387,0.9411713517952572
TX,Psychiatry,1256,92813,23900.0,1607.143364303972,0.7815108644921378
FL,Anesthesiology,415,93928,6162.0,419.33844165328725,0.9896540807559105
NY,Podiatry,1721,104092,15771.0,1189.39057491784,1.4469595070726722
AL,Emergency Medicine,561,17811,54586.0,704.3969752911105,0.7964259070933007
CT,Ophthalmology,292,19551,19645.0,278.27162027833003,1.049334458569432
AL,Colorectal Surgery (Proctology),18,17811,1641.0,21.17604214363962,0.8500171976379652
FL,Interventional Pain Management,247,93928,1615.0,109.90450880721502,2.247405522127086
OH,Sleep Medicine,45,53444,744.0,28.808443797854274,1.5620420289190253
AL,Family Practice,1591,17811,116485.0,1503.1634790383066,1.0584344432169743
UT,Dentist,1395,11191,131246.0,1064.1500747700386,1.310905325361611
MD,Orthopedic Surgery,411,26786,21056.0,408.63131415588106,1.0057966332047068
MD,Cardiology,418,26786,19359.0,375.6978348567487,1.1125962441582364
WI,Otolaryngology,179,25408,10640.0,195.8664340487686,0.9138880833222855
CA,Diagnostic Radiology,351,139057,3322.0,334.6881929994378,1.0487373242969154
MN,Cardiology,435,25375,19359.0,355.90728587657725,1.222228420889509
GA,Hematology-Oncology,243,36843,8974.0,239.54601979956993,1.0144188586532144
OH,Podiatry,701,53444,15771.0,610.6693106666125,1.147920794046096
IN,Urology,229,26170,10997.0,208.50950419929404,1.098271279668485
PR,Pediatric Medicine,375,11379,8801.0,72.55778666195248,5.168294365801552
MI,Otolaryngology,329,46434,10640.0,357.9526920111981,0.9191158701767987
NC,Interventional Cardiology,140,44019,4708.0,150.1497226553217,0.9324026546581038
NC,Obstetrics & Gynecology,1163,44019,34222.0,1091.4239185875997,1.0655804588789168
WI,Psychiatry & Neurology,173,25408,15996.0,294.4623570530172,0.5875114283923626
MD,Micrographic Dermatologic Surgery,8,26786,357.0,6.928256988680164,1.1546915787146637
PA,Critical Care (Intensivists),95,64171,2041.0,94.89202612314452,1.0011378603794945
FL,Endocrinology,434,93928,6582.0,447.92041917590666,0.9689221152241335
TX,Infectious Disease,396,92813,5984.0,402.3910415060656,0.9841173365039507
PA,Rheumatology,272,64171,5185.0,241.06573025404424,1.1283229669906047
FL,Thoracic Surgery,149,93928,1613.0,109.7684041523454,1.3574033543678548
TN,Psychiatry & Neurology,168,29129,15996.0,337.58635070046194,0.4976504519552251
MI,Colorectal Surgery (Proctology),70,46434,1641.0,55.20680146526091,1.2679597104361817
RI,Physician Assistant,545,5750,129409.0,539.1135330871912,1.010918788996263
ME,Hospitalist,140,7200,19522.0,101.83679265514783,1.3747487165477126
TX,Pathology,43,92813,668.0,44.919320809834865,0.957271820338507
MD,Vascular Surgery,70,26786,3467.0,67.28366100771464,1.040371450536467
PA,General Practice,169,64171,9086.0,422.4345660729501,0.40006195887581664
NJ,Urology,350,36308,10997.0,289.28403051081267,1.2098835852845944
MT,Family Practice,543,4847,116485.0,409.06369001733043,1.3274216540143058
NY,Pulmonary Disease,737,104092,9770.0,736.817317668334,1.0002479343621349
SC,Oral & Maxillofacial Surgery,8,21448,595.0,9.245952854302756,0.8652434341882966
NV,Pediatric Medicine,40,10293,8801.0,65.63294649015528,0.6094500116035453
ND,Internal Medicine,175,3423,128195.0,317.92588854627337,0.5504427487808347
IL,Podiatry,785,53002,15771.0,605.6188684221204,1.2961947537157144
IA,Cardiology,118,13211,19359.0,185.2962031020872,0.6368182295402406
OH,Pulmonary Disease,424,53444,9770.0,378.30442997988746,1.12079047031657
MA,Endocrinology,331,39945,6582.0,190.4882584956732,1.7376399081706049
PR,Orthopedic Surgery,112,11379,21056.0,173.59126871424513,0.6451937406158789
NM,Ophthalmology,74,8297,19645.0,118.09215045006927,0.6266292866881789
WI,Certified Nurse Midwife,57,25408,2911.0,53.587141871801265,1.0636880044164971
PA,Interventional Cardiology,205,64171,4708.0,218.88861292884096,0.9365494040872924
IA,Orthopedic Surgery,192,13211,21056.0,201.5391731245182,0.9526683920717263
PR,Maxillofacial Surgery,4,11379,821.0,6.768542534878194,0.5909691753266028
SC,Psychiatry,336,21448,23900.0,371.39205582829555,0.904704327211947
TX,Diagnostic Radiology,193,92813,3322.0,223.3862031890291,0.8639745751741152
SC,Pathology,7,21448,668.0,10.38033026331805,0.6743523397070089
AZ,Nephrology,213,29429,9323.0,198.7829343182885,1.0715205544704725
VA,Cardiology,432,32413,19359.0,454.62159042827585,0.9502408356651844
MT,Internal Medicine,268,4847,128195.0,450.18603031954046,0.5953094542044642
MS,Radiology,1,10666,32.0,0.24728596351917648,4.043901181323833
KY,Urology,115,19073,10997.0,151.96414878078468,0.7567574386633312
AZ,Hematology-Oncology,186,29429,8974.0,191.3416338702479,0.972083264043464
IL,Pulmonary Disease,384,53002,9770.0,375.17572408116894,1.0235203808573765
FL,Pain Management,268,93928,2816.0,191.6353540564195,1.3984893409652268
NJ,Nephrology,311,36308,9323.0,245.24825101866932,1.2681028252320763
DE,Oral Surgery (Dentist only),18,4341,5806.0,18.260586626016497,0.9857295588935117
WA,Endocrinology,122,32568,6582.0,155.3090900660179,0.7855303250321082
MT,Otolaryngology,38,4847,10640.0,37.3647908467562,1.0170002063131833
MA,Certified Clinical Nurse Specialist,245,39945,2049.0,59.299672084113396,4.131557416582012
VA,Pediatric Medicine,140,32413,8801.0,206.68033562473556,0.677374553204687
CA,Infectious Disease,566,139057,5984.0,602.8820430188548,0.9388237824530771
TX,Surgical Oncology,111,92813,982.0,66.03409137014647,1.6809499108241275
GA,Nephrology,293,36843,9323.0,248.86199493998112,1.1773593636531918
CO,Rheumatology,88,23912,5185.0,89.82817381425731,0.9796481021863194
NY,Medical Oncology,458,104092,3617.0,272.78078178161354,1.6790039129907315
MO,Pulmonary Disease,207,25377,9770.0,179.6316054112642,1.1523584590032263
AL,Otolaryngology,167,17811,10640.0,137.3023085973952,1.2162941883933347
AZ,Urology,218,29429,10997.0,234.4755903355378,0.9297343049143794
NV,Cardiology,153,10293,19359.0,144.36861846414226,1.0597871035110138
MD,Pediatric Medicine,170,26786,8801.0,170.7999713091712,0.9953163264429176
MN,Neurosurgery,60,25375,3843.0,70.65198097131497,0.8492330883738458
CT,General Surgery,208,19551,22083.0,312.80591451292247,0.6649490637793143
FL,Plastic Surgery,152,93928,1407.0,95.74962470077494,1.5874735851447133
MI,Hand Surgery,48,46434,1560.0,52.48178567081476,0.9146030262970437
MT,Naturopath,44,4847,1718.0,6.0331494995044315,7.293039896262177
UT,Podiatry,143,11191,15771.0,127.87217004097862,1.1183043187127695
CA,Geriatric Medicine,218,139057,1901.0,191.5238575833628,1.1382393961290864
KY,Nephrology,121,19073,9323.0,128.83165946014873,0.9392101328744331
OK,Certified Nurse Midwife,13,14030,2911.0,29.590192083649704,0.43933476211475
MN,Pediatric Medicine,136,25375,8801.0,161.80278025723211,0.8405294382691623
TN,Otolaryngology,196,29129,10640.0,224.55106098105247,0.8728527006004144
UT,Sleep Medicine,14,11191,744.0,6.032394553959045,2.320803103108008
SC,Gynecological Oncology,13,21448,1038.0,16.129914391203798,0.8059559204535736
MI,Specialist,34,46434,2763.0,92.95331654388538,0.36577500689765946
AK,General Surgery,63,3054,22083.0,48.86242457789705,1.2893343002160005
AL,Physical Medicine and Rehabilitation,89,17811,9040.0,116.6553448985388,0.7629311805422024
ID,Specialist,13,7492,2763.0,14.997765593030737,0.8667957849695243
MS,Hospitalist,100,10666,19522.0,150.8598931194176,0.6628667032187412
IN,Nephrology,186,26170,9323.0,176.7694923751949,1.0522177639409254
MD,Oral Surgery (Dentist only),126,26786,5806.0,112.67635875707852,1.1182469986596408
OR,Dental Hygienist,134,19079,142.0,1.9628714592909018,68.26733323047462
WI,Radiation Oncology,114,25408,4884.0,89.90711126825056,1.2679753402360454
SC,Infectious Disease,72,21448,5984.0,92.98786870613057,0.7742945504810042
AR,Medical Genetics and Genomics,1,11827,120.0,1.0282619153881376,0.9725148671119754
VA,Orthopedic Surgery,525,32413,21056.0,494.4734856169108,1.061735391827944
NM,General Surgery,119,8297,22083.0,132.7477199485304,0.896437242358206
CA,Surgical Oncology,106,139057,982.0,98.93552243390967,1.071404864423792
CO,Obstetrics & Gynecology,577,23912,34222.0,592.8832717977847,0.9732101198442954
NH,Obstetrics & Gynecology,172,7126,34222.0,176.68476893739603,0.9734851568385277
AL,Psychiatry & Neurology,135,17811,15996.0,206.4180195793171,0.6540126694129318
WV,Psychiatry,140,8487,23900.0,146.96029363179522,0.9526382707887476
PR,Cardiology,236,11379,19359.0,159.6007490045152,1.478689802347503
TX,Sports Medicine,90,92813,1743.0,117.20714995739847,0.7678712436290148
ND,Family Practice,369,3423,116485.0,288.88487949851907,1.2773254198715915
NV,Oral Surgery (Dentist only),38,10293,5806.0,43.29790788794927,0.8776405570989773
DE,Orthopedic Surgery,59,4341,21056.0,66.22371891102365,0.890919461639881
KS,Anesthesiology,63,11495,6162.0,51.319046363220096,1.2276143939641002
UT,Pulmonary Disease,67,11191,9770.0,79.21571880669337,0.8457917318593945
RI,Psychiatry,186,5750,23900.0,99.56659460148728,1.8680964307804258
MT,Emergency Medicine,173,4847,54586.0,191.6912098835558,0.9024931299932327
NE,General Surgery,157,8338,22083.0,133.40369879846287,1.1768789127592691
WA,Pain Management,49,32568,2816.0,66.44642929594445,0.7374361650309282
