State,Specialty,Count,state_total,specialty_total,expected,location_quotient
IA,Urology,100,13211,10997.0,105.25865724023208,0.9500406201436692
ME,Vascular Surgery,24,7200,3467.0,18.0856551652186,1.3270185559080858
NJ,Maxillofacial Surgery,26,36308,821.0,21.59699818581224,1.203871009123862
AR,Emergency Medicine,381,11827,54586.0,467.739207611474,0.81455647463378
WA,Otolaryngology,259,32568,10640.0,251.06179251024466,1.0316185406404736
OR,Psychiatry & Neurology,157,19079,15996.0,221.11332297758636,0.710043148399134
MD,Registered Nurse,20,26786,765.0,14.846264975743209,1.3471401751671075
DE,Nephrology,38,4341,9323.0,29.32198572413913,1.2959558863954004
NY,Hospice and Palliative Care,101,104092,1375.0,103.69742188269798,0.9739875704359431
NJ,Neurosurgery,105,36308,3843.0,101.09289162981295,1.0386486953454086
NM,Pharmacist,730,8297,36112.0,217.0803633012421,3.3628099239311666
NE,Infectious Disease,43,8338,5984.0,36.14942415477977,1.1895071914807922
NY,Critical Care (Intensivists),143,104092,2041.0,153.9246822273357,0.9290257932044925
NV,Hematology-Oncology,48,10293,8974.0,66.92308394530775,0.7172413040502966
MO,Interventional Cardiology,122,25377,4708.0,86.56147372325812,1.409402991335855
CO,Medical Oncology,76,23912,3617.0,62.663163873899464,1.2128337495524322
MS,Orthopedic Surgery,165,10666,21056.0,162.71416399561812,1.0140481685690463
GA,Maxillofacial Surgery,33,36843,821.0,21.915230917700793,1.505802066331234
CT,Infectious Disease,102,19551,5984.0,84.76341948310139,1.2033492822966507
AK,Pharmacist,161,3054,36112.0,79.90399295190953,2.0149180792116153
PR,Preventive Medicine,39,11379,1051.0,8.664723756585849,4.501009044905446
MD,Hematology-Oncology,167,26786,8974.0,174.1573619507445,0.9589029032676278
MI,Pain Management,69,46434,2816.0,94.73635156988101,0.7283371045707103
NV,Urology,53,10293,10997.0,82.00948898446059,0.6462666778723936
LA,Hand Surgery,19,20543,1560.0,23.218618319239084,0.8183088131586403
KY,Interventional Radiology,7,19073,983.0,13.583773597482162,0.5153207206941004
NY,Cardiac Surgery,26,104092,673.0,50.75517449240417,0.51226304037022
HI,Orthopedic Surgery,75,4975,21056.0,75.89564652898933,0.988198973591361
WA,Hand Surgery,50,32568,1560.0,36.80981168383286,1.3583334907948026
NE,Pharmacist,117,8338,36112.0,218.15307571480736,0.5363206529022525
NY,Community Health Worker,1,104092,8.0,0.6033304545902428,1.657466471967106
OH,Plastic and Reconstructive Surgery,143,53444,3815.0,147.7207165172232,0.9680429622295205
GU,Physician Assistant,17,176,129409.0,16.501562056234025,1.0302055006712334
MA,Radiation Oncology,151,39945,4884.0,141.34680256652504,1.0682944166984722
PR,Hematology-Oncology,88,11379,8974.0,73.98404471132389,1.1894456479551037
WY,General Surgery,49,2187,22083.0,34.990871824446906,1.4003652222739247
MI,Endocrinology,167,46434,6582.0,221.43276492647612,0.7541792654553637
NV,Nephrology,105,10293,9323.0,69.52573118142458,1.5102322293599006
WA,Radiation Oncology,135,32568,4884.0,115.24302581015365,1.1714374822333555
DC,Interventional Cardiology,15,5191,4708.0,17.706608744037233,0.8471413254133887
GA,Oral Surgery (Dentist only),159,36843,5806.0,154.98152339606673,1.0259287463168352
KY,Oral Surgery (Dentist only),92,19073,5806.0,80.23132198065252,1.1466843338588568
CT,Sports Medicine,22,19551,1743.0,24.689612326043736,0.8910629988626184
WI,Endocrinology,123,25408,6582.0,121.16474331851457,1.0151467880112697
OR,Certified Nurse Midwife,73,19079,2911.0,40.23886491546349,1.814166481916508
WA,Certified Nurse Midwife,86,32568,2911.0,68.68805244335735,1.252037245792035
AZ,Interventional Radiology,20,29429,983.0,20.95930756568461,0.9542299972134944
MO,Optometry,774,25377,33182.0,610.0855609781544,1.2686745097835794
DC,Orthopaedic Surgery,6,5191,2630.0,9.891329863385286,0.6065918418321269
NY,Interventional Cardiology,219,104092,4708.0,355.0599725263579,0.6167972087694072
KY,Addiction Medicine,12,19073,405.0,5.596569996928053,2.1441704484330186
LA,Radiation Oncology,61,20543,4884.0,72.69213581484851,0.8391554232960066
LA,Psychiatry & Neurology,179,20543,15996.0,238.08014015035153,0.7518476756900367
OR,Radiation Oncology,78,19079,4884.0,67.51171976885045,1.1553549556589549
KY,Orthopedic Surgery,302,19073,21056.0,290.966365074857,1.037920654238865
IN,Pediatric Medicine,123,26170,8801.0,166.8720693332715,0.7370915965232526
GA,Vascular Surgery,144,36843,3467.0,92.54580461835401,1.5559862556043023
ID,Pain Management,13,7492,2816.0,15.28545345999803,0.8504818018007086
MN,Hospitalist,227,25375,19522.0,358.9039741144967,0.6324811547714515
MO,Hospice and Palliative Care,21,25377,1375.0,25.280804241605757,0.8306697761394535
VA,Hematology-Oncology,226,32413,8974.0,210.7430214630584,1.0723961269560522
AR,Radiation Oncology,37,11827,4884.0,41.8502599562972,0.8841044246472504
OH,Colon & Rectal Surgery,4,53444,115.0,4.452918060152206,0.8982873580798105
TN,Endocrinology,98,29129,6582.0,138.90931234748942,0.7054962575500159
VI,Cardiology,3,187,19359.0,2.6228438407456136,1.1437966505650483
ME,Cardiology,95,7200,19359.0,100.98650082015197,0.940719791541115
IL,Chiropractic,1,53002,46.0,1.7664363672194239,0.56611153311688
ME,Interventional Radiology,5,7200,983.0,5.1278335816007745,0.9750706454165253
UT,Orthopaedic Surgery,60,11191,2630.0,21.324190425957376,2.813705880574185
RI,Ophthalmology,70,5750,19645.0,81.84040798938149,0.8553232042670444
RI,Gastroenterology,61,5750,14589.0,60.77728236992042,1.0036644881343
OK,Thoracic Surgery,12,14030,1613.0,16.396076891421153,0.7318823935424886
MO,Rheumatology,91,25377,5185.0,95.33161454016427,0.9545626646411269
DC,Optometry,29,5191,33182.0,124.79623860336523,0.23237879862845476
OH,Neuropsychiatry,75,53444,2639.0,102.18478922384062,0.7339644243499778
IL,Neuropsychiatry,112,53002,2639.0,101.33968637156651,1.1051938683661104
GA,Addiction Medicine,10,36843,405.0,10.810802097038758,0.9250007455727222
KS,Physical Medicine and Rehabilitation,51,11495,9040.0,75.28792261011192,0.677399484962681
NH,Podiatry,52,7126,15771.0,81.42409826753763,0.6386315735317328
NE,Pathology,8,8338,668.0,4.035396947759507,1.9824567703164073
TN,Certified Registered Nurse Anesthetist (CRNA),12,29129,251.0,5.297210179158286,2.2653433777677234
MA,Specialist,32,39945,2763.0,79.96339383523929,0.40018311461284967
WI,Thoracic Surgery,25,25408,1613.0,29.692909597806747,0.8419518443502961
MI,Thoracic Surgery,64,46434,1613.0,54.26482069681039,1.1794012986347493
WV,Clinical Cardiac Electrophysiology,15,8487,2624.0,16.134887468193753,0.9296625111001905
UT,Rheumatology,34,11191,5185.0,42.040276562201136,0.8087482476404488
VT,Pediatric Medicine,18,2878,8801.0,18.351464101687252,0.9808481710374848
PA,Medical Oncology,194,64171,3617.0,168.1648498223487,1.1536299066359221
DC,Neuropsychiatry,28,5191,2639.0,9.92517852071246,2.821107946982305
NE,Surgical Oncology,10,8338,982.0,5.932275153742269,1.6856938932934828
IN,Interventional Radiology,25,26170,983.0,18.638250670901705,1.341327597821739
TN,Plastic Surgery,27,29129,1407.0,29.693923195520753,0.909276952803356
WY,Gastroenterology,9,2187,14589.0,23.11650722487234,0.38933217343130444
TN,Thoracic Surgery,35,29129,1613.0,34.041434338574966,1.0281587917797814
MS,Neurosurgery,35,10666,3843.0,29.697498681381102,1.178550435358494
WI,Anesthesiology,91,25408,6162.0,113.4331735534316,0.802234453549299
WA,Colorectal Surgery (Proctology),34,32568,1641.0,38.721090367416494,0.8780744467002599
VA,Registered Nurse,14,32413,765.0,17.96505587466455,0.7792906461116929
DC,Obstetrics & Gynecology,173,5191,34222.0,128.70763900561644,1.3441315631036537
IL,Hospice and Palliative Care,33,53002,1375.0,52.80108706362409,0.6249871325610354
TN,Anesthesiology,91,29129,6162.0,130.0454546771847,0.6997553295952691
OH,Advanced Heart Failure and Transplant Cardiology,49,53444,784.0,30.357284862255042,1.6141100965496593
NJ,Family Medicine,15,36308,1018.0,26.77922552150653,0.5601356913012076
PR,Hospitalist,29,11379,19522.0,160.9445643920732,0.1801862654358043
NJ,Interventional Radiology,21,36308,983.0,25.858525233439018,0.8121112789852298
IN,Neurosurgery,74,26170,3843.0,72.86551101553941,1.0155696291516936
HI,Cardiology,62,4975,19359.0,69.77886688614667,0.8885211635947183
OK,Endocrinology,46,14030,6582.0,66.9057520764625,0.6875343086709407
OR,Hand Surgery,23,19079,1560.0,21.5639399753085,1.0665954378622757
NY,Osteopathic Manipulative Medicine,47,104092,680.0,51.28308864017064,0.9164814609700468
IN,Personal Emergency Response Attendant,2,26170,55.0,1.0428319297045714,1.9178545871400285
SC,Allergy/ Immunology,52,21448,3982.0,61.87795674930012,0.8403638829038769
MO,Neuropsychiatry,52,25377,2639.0,48.52075810443462,1.071706255868401
NM,Diagnostic Radiology,22,8297,3322.0,19.96956598600815,1.1016764217817498
FL,Surgery,35,93928,465.0,31.64433225718575,1.106043247035249
AR,Otolaryngology,79,11827,10640.0,91.1725564977482,0.8664888101711962
MA,Clinical Pharmacology,1,39945,18.0,0.5209341617930898,1.9196283779085133
NM,Sports Medicine,8,8297,1743.0,10.477710268998255,0.7635255981138003
AL,Plastic Surgery,12,17811,1407.0,18.156423702681867,0.6609231088954755
WV,Gastroenterology,52,8487,14589.0,89.70726877800254,0.5796631723197788
TN,Pain Management,38,29129,2816.0,59.43005523709058,0.6394071122498978
VT,Cardiology,24,2878,19359.0,40.36654852227741,0.5945516988343684
PR,Urology,108,11379,10997.0,90.66219519616992,1.1912352195566793
MD,Preventive Medicine,17,26786,1051.0,20.396633319615834,0.8334708838272232
OR,Colorectal Surgery (Proctology),23,19079,1641.0,22.683606089411054,1.0139481310573737
HI,Oral Surgery (Dentist only),26,4975,5806.0,20.927532472801673,1.2423824946295376
MS,Oral Surgery (Dentist only),43,10666,5806.0,44.866947006010584,0.9583892568896992
KS,Psychiatry & Neurology,77,11495,15996.0,133.21964713178653,0.5779928235647429
PA,Geriatric Psychiatry,14,64171,171.0,7.9502873429974095,1.7609426421965944
UT,Cardiac Surgery,4,11191,673.0,5.456722493030157,0.7330407593769298
KS,Specialist,19,11495,2763.0,23.011120594218944,0.8256877331203656
ND,Undefined Physician type,7,3423,178.0,0.4414431776686818,15.857080489878449
DC,Plastic and Reconstructive Surgery,18,5191,3815.0,14.348069744796527,1.2545241499490118
UT,Plastic and Reconstructive Surgery,31,11191,3815.0,30.932238203432465,1.0021906528755495
AZ,Neurosurgery,77,29429,3843.0,81.93959203959913,0.9397166630117957
WI,Medical Genetics and Genomics,1,25408,120.0,2.209019932880849,0.45268944164567587
SD,General Practice,13,4029,9086.0,26.522710674727147,0.49014597939973714
LA,Colorectal Surgery (Proctology),31,20543,1641.0,24.4242004242765,1.2692329518057617
UT,Interventional Cardiology,25,11191,4708.0,38.172733279622555,0.6549177345219225
UT,Hospice and Palliative Care,11,11191,1375.0,11.148578644749579,0.9866728621213475
MI,Clinic/Center,5,46434,191.0,6.425654527644628,0.778130846980469
IN,Family Medicine,23,26170,1018.0,19.301870989804613,1.191594328453898
ND,Certified Clinical Nurse Specialist,14,3423,2049.0,5.081556578893983,2.7550613247421802
MI,Interventional Pain Management,29,46434,1615.0,54.332105037414,0.5337543976996678
PA,Sleep Medicine,42,64171,744.0,34.590723878304516,1.2141983540952326
AL,Pain Management,31,17811,2816.0,36.338656109987305,0.8530860334012179
NY,Midwife,48,104092,139.0,10.48286664850547,4.578900181549415
CT,Pharmacist,233,19551,36112.0,511.5268389662028,0.45549907111598226
OH,Hospice and Palliative Care,68,53444,1375.0,53.24141158877638,1.2772012982152943
MT,Anesthesiology,20,4847,6162.0,21.639270789258617,0.9242455623748502
KS,Radiation Oncology,46,11495,4884.0,40.67546615351622,1.1309028352960497
KY,Vascular Surgery,59,19073,3467.0,47.90940291197422,1.2314910312784102
CO,Sleep Medicine,18,23912,744.0,12.889520022720818,1.3964833421470122
NC,Physical Therapy Assistant,1,44019,6.0,0.19135478673150602,5.22589487872661
MI,"Psychologist, Clinical",1,46434,232.0,7.804983510018605,0.12812326877006
MT,Pharmacy,1,4847,128.0,0.4495012432692475,2.224687951310089
TN,Interventional Pain Management,26,29129,1615.0,34.08364318462404,0.7628292509449
VT,Orthopedic Surgery,42,2878,21056.0,43.905059439282674,0.9566095692930965
RI,Dermatology,59,5750,14371.0,59.86910171623321,0.9854833012134946
VA,Preventive Medicine,21,32413,1051.0,24.681403561140446,0.8508430222770386
NJ,Thoracic Surgery (Cardiothoracic Vascular Surgery),11,36308,292.0,7.681270974734682,1.4320546737878819
AR,Colorectal Surgery (Proctology),7,11827,1641.0,14.061481692932782,0.49781382594397283
CT,Geriatric Medicine,59,19551,1901.0,26.927683896620277,2.1910536467417887
MO,Critical Care (Intensivists),48,25377,2041.0,37.52590651426717,1.2791163347846275
GU,Pharmacist,2,176,36112.0,4.6048142631093905,0.43432805010673864
DC,Rheumatology,32,5191,5185.0,19.500587582377456,1.6409761944259658
GA,Family Medicine,18,36843,1018.0,27.173818604408535,0.6624023020849847
UT,Advanced Heart Failure and Transplant Cardiology,2,11191,784.0,6.356716841806305,0.31462782593155214
MO,Advanced Heart Failure and Transplant Cardiology,24,25377,784.0,14.414654927577393,1.6649722189384089
AZ,Vascular Surgery,71,29429,3467.0,73.9226035912803,0.9604640062809551
KY,Maxillofacial Surgery,14,19073,821.0,11.34514559871094,1.2340079621006106
IN,Vascular Surgery,52,26170,3467.0,65.73633273246817,0.7910389557572081
NH,Geriatric Psychiatry,8,7126,171.0,0.882855925670467,9.061501166143913
RI,Neurology,65,5750,14711.0,61.28553025868115,1.0606092453739142
MN,Preventive Medicine,24,25375,1051.0,19.322204527934435,1.242094294432232
ID,Pharmacy,3,7492,128.0,0.6947933390908195,4.317830686065136
UT,Neuropsychiatry,27,11191,2639.0,21.39716294072301,1.2618495299960393
NE,Hematology,11,8338,854.0,5.159025439201526,2.1321856481681736
SD,Rheumatology,14,4029,5185.0,15.135401149951603,0.9249837425052171
WV,Allergy/ Immunology,10,8487,3982.0,24.48518365028488,0.4084102509839109
KS,Certified Nurse Midwife,22,11495,2911.0,24.24371047765883,0.9074518531424278
FL,Clinic or Group Practice,4,93928,42.0,2.8581977522619386,1.39948329216705
PR,"Medical Genetics, Ph.D. Medical Genetics",13,11379,23.0,0.18961812217076549,68.5588479158786
GA,Neurosurgery,131,36843,3843.0,102.58249989856778,1.2770209356325988
ND,Anesthesiology,10,3423,6162.0,15.281870004463018,0.6543701783276218
AK,Peripheral Vascular Disease,3,3054,55.0,0.12169693210996413,24.65140203607787
AZ,Thoracic Surgery (Cardiothoracic Vascular Surgery),2,29429,292.0,6.225959114119945,0.3212356463222141
ME,Family Medicine,10,7200,1018.0,5.310411582980253,1.8830932110892817
KS,Colorectal Surgery (Proctology),11,11495,1641.0,13.666756748140893,0.8048727436007336
NV,Preventive Medicine,12,10293,1051.0,7.83777147609967,1.5310474458961376
LA,Psychoanalyst,1,20543,20.0,0.2976745938363985,3.3593730224407343
CT,Pathology,7,19551,668.0,9.462226640159045,0.7397835907133102
NM,Geriatric Medicine,6,8297,1901.0,11.427496971523627,0.5250493625114495
NE,Sports Medicine,7,8338,1743.0,10.529486347222786,0.664799760326988
DE,Urology,27,4341,10997.0,34.58692234349008,0.780641877639683
WV,Dermatology,43,8487,14371.0,88.36679413316023,0.4866081249389126
ME,Neurosurgery,11,7200,3843.0,20.04706455146671,0.548708763408217
GA,Interventional Radiology,35,36843,983.0,26.239551756516295,1.3338642490837576
NY,Licensed Professional Counselor,6,104092,98.0,7.390798068730474,0.8118203128002153
CT,Diagnostic Radiology,45,19551,3322.0,47.056163021868784,0.9563040654013119
IL,Cardiac Surgery,23,53002,673.0,25.843732068232008,0.8899643418093001
OK,Interventional Pain Management,19,14030,1615.0,16.416406806971583,1.1573787262588568
FL,Rehabilitation Practitioner,1,93928,13.0,0.8846802566525048,1.1303518898272327
IA,Hematology-Oncology,53,13211,8974.0,85.89535237554266,0.6170298920048544
MS,Vascular Surgery,22,10666,3467.0,26.791888610030778,0.8211440529714388
PA,Licensed Practical Nurse,1,64171,28.0,1.3018014362802774,0.7681663056520859
TN,Certified Clinical Nurse Specialist,29,29129,2049.0,43.242962777272226,0.6706293495514584
ID,Certified Registered Nurse Anesthetist (CRNA),7,7492,251.0,1.362446313373404,5.1378171244546635
IL,Osteopathic Manipulative Medicine,19,53002,680.0,26.112537602374093,0.7276198234472839
AL,Endocrinology,62,17811,6582.0,84.93644691617061,0.7299575417981858
OK,Pain Management,43,14030,2816.0,28.62452109500432,1.5022085385213504
WA,Surgery,8,32568,465.0,10.972155405757873,0.7291183640911456
FL,General Acute Care Hospital,8,93928,75.0,5.103924557610605,1.5674212872270958
NM,Infectious Disease,14,8297,5984.0,35.97166853108753,0.38919517975377993
NV,Registered Nurse,1,10293,765.0,5.704943082032586,0.17528658667067978
IL,"Specialist/Technologist, Other",2,53002,10.0,0.3840079059172661,5.208226104675295
AR,Physical Medicine and Rehabilitation,48,11827,9040.0,77.46239762590636,0.6196554905492233
NH,Pulmonary Disease,61,7126,9770.0,50.441534466669374,1.209320863153111
SD,Plastic and Reconstructive Surgery,12,4029,3815.0,11.136269119974033,1.0775601658617227
ME,Oral Surgery (Dentist only),25,7200,5806.0,30.287082171692873,0.8254344165039997
IN,Addiction Medicine,7,26170,405.0,7.679035118733662,0.9115728593196432
WI,Plastic Surgery,11,25408,1407.0,25.900758713027955,0.42469798363346994
NC,Substance Abuse Rehabilitation Facility,1,44019,4.0,0.127569857821004,7.838842318089917
DE,Hematology-Oncology,24,4341,8974.0,28.224337647583884,0.8503299634404174
AL,Certified Registered Nurse Anesthetist (CRNA),5,17811,251.0,3.2389924302581017,1.5436899306373406
AL,Thoracic Surgery,33,17811,1613.0,20.814720278909633,1.5854164532509725
DE,Hospitalist,49,4341,19522.0,61.39909957166621,0.7980573060816023
DC,Hospice and Palliative Care,5,5191,1375.0,5.171322647207136,0.966870632738481
MD,Military Health Care Provider,5,26786,75.0,1.4555161740924714,3.4352074466761247
NE,Oral & Maxillofacial Surgery,6,8338,595.0,3.594402969935489,1.6692619192075968
NE,Gynecological Oncology,5,8338,1038.0,6.2705719038538446,0.7973754350742775
CT,Oral & Maxillofacial Surgery,4,19551,595.0,8.428180914512922,0.4745982603567743
FL,Legal Medicine,11,93928,124.0,8.4384886019162,1.303550969720115
MI,Plastic Surgery,39,46434,1407.0,47.3345336146387,0.8239227688923261
IN,Micrographic Dermatologic Surgery,6,26170,357.0,6.7689272528096724,0.8864033806109376
